EXAM SEATING ARRANGEMENT

(4961, 'ECE0100', 'A', 'A1', 1, 1)
(5956, 'CSE0444', 'B', 'B4', 12, 2)
(5957, 'ECE0206', 'B', 'B4', 12, 3)
(5958, 'ECE0159', 'B', 'B4', 12, 4)
(5959, 'ECE0360', 'B', 'B4', 13, 1)
(5960, 'CSE0547', 'B', 'B4', 13, 2)
(5961, 'ECE0420', 'B', 'B5', 1, 1)
(5962, 'ECE0495', 'B', 'B5', 1, 2)
(5963, 'ECE0142', 'B', 'B5', 1, 3)
(5964, 'CSE0111', 'B', 'B5', 1, 4)
(5965, 'CSE0181', 'B', 'B5', 2, 1)
(5966, 'CSE0364', 'B', 'B5', 2, 2)
(5967, 'CSE0157', 'B', 'B5', 2, 3)
(5968, 'CSE0545', 'B', 'B5', 2, 4)
(5969, 'ECE0372', 'B', 'B5', 3, 1)
(5970, 'ECE0256', 'B', 'B5', 3, 2)
(5971, 'CSE0154', 'B', 'B5', 3, 3)
(5972, 'ECE0336', 'B', 'B5', 3, 4)
(5973, 'CSE0406', 'B', 'B5', 4, 1)
(5974, 'ECE0470', 'B', 'B5', 4, 2)
(5975, 'CSE0287', 'B', 'B5', 4, 3)
(5976, 'ECE0013', 'B', 'B5', 4, 4)
(5977, 'CSE0332', 'B', 'B5', 5, 1)
(5978, 'CSE0095', 'B', 'B5', 5, 2)
(5979, 'CSE0617', 'B', 'B5', 5, 3)
(5980, 'CSE0195', 'B', 'B5', 5, 4)
(5981, 'ECE0214', 'B', 'B5', 6, 1)
(5982, 'CSE0688', 'B', 'B5', 6, 2)
(5983, 'CSE0043', 'B', 'B5', 6, 3)
(5984, 'CSE0491', 'B', 'B5', 6, 4)
(5985, 'CSE0260', 'B', 'B5', 7, 1)
(5986, 'CSE0464', 'B', 'B5', 7, 2)
(5987, 'ECE0387', 'B', 'B5', 7, 3)
(5988, 'ECE0371', 'B', 'B5', 7, 4)
(5989, 'ECE0072', 'B', 'B5', 8, 1)
(5990, 'ECE0386', 'B', 'B5', 8, 2)
(5991, 'ECE0317', 'B', 'B5', 8, 3)
(5992, 'ECE0068', 'B', 'B5', 8, 4)
(5993, 'CSE0116', 'B', 'B5', 9, 1)
(5994, 'ECE0070', 'B', 'B5', 9, 2)
(5995, 'ECE0156', 'B', 'B5', 9, 3)
(5996, 'ECE0270', 'B', 'B5', 9, 4)
(5997, 'CSE0674', 'B', 'B5', 10, 1)
(5998, 'CSE0121', 'B', 'B5', 10, 2)
(5999, 'ECE0398', 'B', 'B5', 10, 3)
(6000, 'ECE0479', 'B', 'B5', 10, 4)
(6001, 'ECE0364', 'B', 'B5', 11, 1)
(6002, 'CSE0646', 'B', 'B5', 11, 2)
(6003, 'CSE0612', 'B', 'B5', 11, 3)
(6004, 'ECE0155', 'B', 'B5', 11, 4)
(6005, 'ECE0382', 'B', 'B5', 12, 1)
(6006, 'CSE0220', 'B', 'B5', 12, 2)
(6007, 'CSE0455', 'B', 'B5', 12, 3)
(6008, 'CSE0170', 'B', 'B5', 12, 4)
(6009, 'ECE0498', 'B', 'B5', 13, 1)
(6010, 'CSE0290', 'B', 'B5', 13, 2)
(6011, 'ECE0231', 'B', 'B6', 1, 1)
(6012, 'CSE0122', 'B', 'B6', 1, 2)
(6013, 'CSE0537', 'B', 'B6', 1, 3)
(6014, 'CSE0255', 'B', 'B6', 1, 4)
(6015, 'CSE0648', 'B', 'B6', 2, 1)
(6016, 'CSE0422', 'B', 'B6', 2, 2)
(6017, 'CSE0476', 'B', 'B6', 2, 3)
(6018, 'ECE0126', 'B', 'B6', 2, 4)
(6019, 'CSE0558', 'B', 'B6', 3, 1)
(6020, 'ECE0175', 'B', 'B6', 3, 2)
(6021, 'ECE0104', 'B', 'B6', 3, 3)
(6022, 'CSE0399', 'B', 'B6', 3, 4)
(6023, 'CSE0168', 'B', 'B6', 4, 1)
(6024, 'CSE0360', 'B', 'B6', 4, 2)
(6025, 'CSE0450', 'B', 'B6', 4, 3)
(6026, 'CSE0120', 'B', 'B6', 4, 4)
(6027, 'CSE0495', 'B', 'B6', 5, 1)
(6028, 'CSE0692', 'B', 'B6', 5, 2)
(6029, 'CSE0046', 'B', 'B6', 5, 3)
(6030, 'ECE0311', 'B', 'B6', 5, 4)
(6031, 'CSE0128', 'B', 'B6', 6, 1)
(6032, 'ECE0039', 'B', 'B6', 6, 2)
(6033, 'ECE0313', 'B', 'B6', 6, 3)
(6034, 'CSE0285', 'B', 'B6', 6, 4)
(6035, 'CSE0672', 'B', 'B6', 7, 1)
(6036, 'ECE0146', 'B', 'B6', 7, 2)
(6037, 'CSE0327', 'B', 'B6', 7, 3)
(6038, 'CSE0481', 'B', 'B6', 7, 4)
(6039, 'ECE0101', 'B', 'B6', 8, 1)
(6040, 'CSE0014', 'B', 'B6', 8, 2)
(6041, 'CSE0579', 'B', 'B6', 8, 3)
(6042, 'CSE0496', 'B', 'B6', 8, 4)
(6043, 'ECE0342', 'B', 'B6', 9, 1)
(6044, 'CSE0677', 'B', 'B6', 9, 2)
(6045, 'CSE0073', 'B', 'B6', 9, 3)
(6046, 'ECE0472', 'B', 'B6', 9, 4)
(6047, 'CSE0563', 'B', 'B6', 10, 1)
(6048, 'CSE0016', 'B', 'B6', 10, 2)
(6049, 'CSE0249', 'B', 'B6', 10, 3)
(6050, 'ECE0234', 'B', 'B6', 10, 4)
(6051, 'ECE0297', 'B', 'B6', 11, 1)
(6052, 'CSE0099', 'B', 'B6', 11, 2)
(6053, 'ECE0293', 'B', 'B6', 11, 3)
(6054, 'CSE0479', 'B', 'B6', 11, 4)
(6055, 'ECE0196', 'B', 'B6', 12, 1)
(6056, 'CSE0679', 'B', 'B6', 12, 2)
(6057, 'CSE0245', 'B', 'B6', 12, 3)
(6058, 'ECE0333', 'B', 'B6', 12, 4)
(6059, 'ECE0454', 'B', 'B6', 13, 1)
(6060, 'CSE0330', 'B', 'B6', 13, 2)
(6061, 'ECE0122', 'B', 'B7', 1, 1)
(6062, 'CSE0427', 'B', 'B7', 1, 2)
(6063, 'ECE0172', 'B', 'B7', 1, 3)
(6064, 'ECE0499', 'B', 'B7', 1, 4)
(6065, 'CSE0114', 'B', 'B7', 2, 1)
(6066, 'CSE0005', 'B', 'B7', 2, 2)
(6067, 'CSE0326', 'B', 'B7', 2, 3)
(6068, 'CSE0517', 'B', 'B7', 2, 4)
(6069, 'ECE0395', 'B', 'B7', 3, 1)
(6070, 'CSE0680', 'B', 'B7', 3, 2)
(6071, 'CSE0634', 'B', 'B7', 3, 3)
(6072, 'CSE0161', 'B', 'B7', 3, 4)
(6073, 'CSE0133', 'B', 'B7', 4, 1)
(6074, 'CSE0497', 'B', 'B7', 4, 2)
(6075, 'CSE0480', 'B', 'B7', 4, 3)
(6076, 'CSE0185', 'B', 'B7', 4, 4)
(6077, 'CSE0296', 'B', 'B7', 5, 1)
(6078, 'ECE0403', 'B', 'B7', 5, 2)
(6079, 'ECE0098', 'B', 'B7', 5, 3)
(6080, 'ECE0436', 'B', 'B7', 5, 4)
(6081, 'CSE0610', 'B', 'B7', 6, 1)
(6082, 'CSE0269', 'B', 'B7', 6, 2)
(6083, 'CSE0239', 'B', 'B7', 6, 3)
(6084, 'ECE0008', 'B', 'B7', 6, 4)
(6085, 'CSE0151', 'B', 'B7', 7, 1)
(6086, 'ECE0269', 'B', 'B7', 7, 2)
(6087, 'CSE0598', 'B', 'B7', 7, 3)
(6088, 'CSE0301', 'B', 'B7', 7, 4)
(6089, 'CSE0552', 'B', 'B7', 8, 1)
(6090, 'CSE0273', 'B', 'B7', 8, 2)
(6091, 'CSE0276', 'B', 'B7', 8, 3)
(6092, 'CSE0031', 'B', 'B7', 8, 4)
(6093, 'ECE0140', 'B', 'B7', 9, 1)
(6094, 'CSE0206', 'B', 'B7', 9, 2)
(6095, 'CSE0006', 'B', 'B7', 9, 3)
(6096, 'CSE0693', 'B', 'B7', 9, 4)
(6097, 'CSE0008', 'B', 'B7', 10, 1)
(6098, 'CSE0251', 'B', 'B7', 10, 2)
(6099, 'CSE0172', 'B', 'B7', 10, 3)
(6100, 'ECE0402', 'B', 'B7', 10, 4)
(6101, 'ECE0497', 'B', 'B7', 11, 1)
(6102, 'ECE0251', 'B', 'B7', 11, 2)
(6103, 'CSE0568', 'B', 'B7', 11, 3)
(6104, 'ECE0041', 'B', 'B7', 11, 4)
(6105, 'ECE0249', 'B', 'B7', 12, 1)
(6106, 'ECE0280', 'B', 'B7', 12, 2)
(6107, 'CSE0088', 'B', 'B7', 12, 3)
(6108, 'ECE0239', 'B', 'B7', 12, 4)
(6109, 'CSE0222', 'B', 'B7', 13, 1)
(6110, 'CSE0463', 'B', 'B7', 13, 2)
(6111, 'CSE0487', 'B', 'B8', 1, 1)
(6112, 'CSE0262', 'B', 'B8', 1, 2)
(6113, 'CSE0023', 'B', 'B8', 1, 3)
(6114, 'ECE0354', 'B', 'B8', 1, 4)
(6115, 'ECE0464', 'B', 'B8', 2, 1)
(6116, 'CSE0645', 'B', 'B8', 2, 2)
(6117, 'CSE0193', 'B', 'B8', 2, 3)
(6118, 'ECE0092', 'B', 'B8', 2, 4)
(6119, 'ECE0326', 'B', 'B8', 3, 1)
(6120, 'CSE0112', 'B', 'B8', 3, 2)
(6121, 'CSE0561', 'B', 'B8', 3, 3)
(6122, 'CSE0247', 'B', 'B8', 3, 4)
(6123, 'ECE0090', 'B', 'B8', 4, 1)
(6124, 'CSE0253', 'B', 'B8', 4, 2)
(6125, 'CSE0205', 'B', 'B8', 4, 3)
(6126, 'CSE0538', 'B', 'B8', 4, 4)
(6127, 'ECE0035', 'B', 'B8', 5, 1)
(6128, 'CSE0389', 'B', 'B8', 5, 2)
(6129, 'CSE0507', 'B', 'B8', 5, 3)
(6130, 'CSE0382', 'B', 'B8', 5, 4)
(6131, 'CSE0608', 'B', 'B8', 6, 1)
(6132, 'CSE0039', 'B', 'B8', 6, 2)
(6133, 'CSE0572', 'B', 'B8', 6, 3)
(6134, 'CSE0331', 'B', 'B8', 6, 4)
(6135, 'ECE0310', 'B', 'B8', 7, 1)
(6136, 'CSE0636', 'B', 'B8', 7, 2)
(6137, 'CSE0519', 'B', 'B8', 7, 3)
(6138, 'CSE0318', 'B', 'B8', 7, 4)
(6139, 'CSE0376', 'B', 'B8', 8, 1)
(6140, 'ECE0193', 'B', 'B8', 8, 2)
(6141, 'CSE0319', 'B', 'B8', 8, 3)
(6142, 'CSE0576', 'B', 'B8', 8, 4)
(6143, 'CSE0271', 'B', 'B8', 9, 1)
(6144, 'CSE0683', 'B', 'B8', 9, 2)
(6145, 'CSE0125', 'B', 'B8', 9, 3)
(6146, 'ECE0022', 'B', 'B8', 9, 4)
(6147, 'CSE0470', 'B', 'B8', 10, 1)
(6148, 'ECE0145', 'B', 'B8', 10, 2)
(6149, 'CSE0034', 'B', 'B8', 10, 3)
(6150, 'ECE0230', 'B', 'B8', 10, 4)
(6151, 'ECE0179', 'B', 'B8', 11, 1)
(6152, 'CSE0357', 'B', 'B8', 11, 2)
(6153, 'CSE0518', 'B', 'B8', 11, 3)
(6154, 'ECE0053', 'B', 'B8', 11, 4)
(6155, 'CSE0117', 'B', 'B8', 12, 1)
(6156, 'ECE0419', 'B', 'B8', 12, 2)
(6157, 'ECE0309', 'B', 'B8', 12, 3)
(6158, 'ECE0086', 'B', 'B8', 12, 4)
(6159, 'CSE0586', 'B', 'B8', 13, 1)
(6160, 'CSE0103', 'B', 'B8', 13, 2)
